nuts,July Fire Weather Index (-) ensemble median - RCP4.5 - (2041 - 2070)
DE50,8.7285183764856
DE60,9.570330037464407
DE71,13.18524510043425
DE72,11.142101369487554
DE73,10.069419425525304
DE80,10.603965467542475
DE91,11.370187617249472
BG41,18.24619927196246
BG42,24.748776675974874
CH01,5.742607068452966
AT32,3.9994539366132824
AT33,3.490812780308106
AT34,4.261723110758861
BE10,11.834467904504534
BE23,11.647578331746871
BE24,11.904945388941796
BE25,11.740761097437337
BE31,11.38280555716691
BE32,11.967917505598294
BE33,10.21654185246662
BE34,9.677558916258379
BE35,10.644318367079
BG31,24.367840481875323
BG32,22.989820358861074
BG33,23.152047766165897
BG34,24.542197305781585
DE92,10.704469726660971
DE93,10.492402315873052
DE94,10.186846956810108
CZ07,10.366488225784982
CZ08,8.166659159691218
AL01,19.43712838317937
AL02,27.411794755145298
AL03,29.252570210363547
AT11,15.08228811676193
AT12,11.709634185517917
AT13,16.208975621991307
AT21,5.246791111858129
AT22,6.243856033491049
AT31,6.563385379505471
DK05,9.681827338086062
BE21,12.174852689702151
BE22,11.513580160183622
ES43,47.837310202123966
ES51,27.3612039500333
ES52,39.253274336613515
ES53,29.34197487553158
ES61,46.5070152610003
ES62,46.74636359258619
ES63,0.0
ES64,0.0
CH02,6.446467983273308
CH03,8.283669031550723
CH04,8.017499515741935
CH05,5.367956524001037
CH06,5.085758838643561
CH07,6.764379931009243
CY00,43.74900818566581
CZ01,11.593326128682058
CZ02,11.428793768640357
CZ03,8.36203754386605
CZ04,11.731182940409955
CZ05,10.258146707117032
CZ06,13.24306141640979
DE40,12.154431152304765
EL53,31.09861754896318
EL54,30.62941640998411
EL61,33.44109601164764
EL62,0.0
EL63,37.48650351371044
ES70,0.0
ITC1,15.056087604581881
ITC2,7.231992637213307
DE11,9.749325140980925
DE12,11.087376348830485
DE13,8.591154242227619
DE14,6.468402777380473
DE21,6.242018574739061
DE22,8.134473368355803
DE23,9.886791157437713
DE24,10.226026794045572
DE25,10.464604782418503
DE26,11.423933284200778
DE27,6.566363388638829
DE30,12.848856862067622
EL42,34.41890439061844
LV00,8.896494783528203
ME00,14.922059853954723
MK00,27.469908221835993
MT00,0.0
NL11,7.827311901935139
NL12,7.915239029143847
EL64,39.46788306507737
EL65,42.481251028626005
ES11,18.424207963865314
ES12,7.5255205142234205
ES13,7.995933104118591
ES21,12.24532499619966
ES22,24.938336149480794
ES23,25.912688557820942
ES24,36.33461659246925
ES30,47.69016826353375
IE05,5.375073140850324
IE06,5.472912144298514
IS00,4.134826650831737
ITC3,15.474366751581636
FI19,6.430796739553258
FI1B,9.005214463833276
FI1C,8.247029846416437
DEA1,11.25161112425326
DEA2,10.494696710522046
DEA3,11.254843428603206
DEA4,9.854778972160537
DEA5,9.708934111574218
DEB1,11.418167489605388
DEB2,10.791523381858518
DEB3,13.43945573560475
DEC0,12.153196446055288
DED2,11.726941948094932
DED4,9.605515379082531
DED5,13.652481670756005
DEE0,12.952583546671057
DEF0,9.30797188007558
DEG0,10.794020933521644
DK01,11.762120060695757
DK02,11.037341098391808
DK03,9.984731115763205
DK04,9.76769427578294
ES41,35.24583912372993
ES42,50.3140106583444
HU23,17.921846756232114
HU31,19.316676901763085
HU32,20.267802908156217
HU33,20.699997322162847
IE04,4.390239203217209
EE00,8.377103045596343
EL30,53.11811542939188
EL41,47.9681956041078
EL43,49.688660958001876
EL51,30.85469580454069
EL52,29.559163984467588
FI20,9.557230773557418
FR10,16.277602481970522
FRB0,18.17898729042525
FRC1,15.65210863697107
FRC2,12.759059685396371
FRD1,12.369808392392779
FRD2,12.761543585283656
FRE1,12.513388831574288
FRE2,13.220641634150851
FRF1,12.001844091869467
NL13,9.177362784369873
NL21,10.949836608076616
NL22,11.870856563549108
NL23,10.544930075891541
NL31,11.40478780723101
NL32,9.719056185806568
ITG2,40.373412033285476
ITH1,5.448549920729544
ITH2,6.533753959719378
FRI3,18.503114458527524
FRJ1,28.984752126142926
FRJ2,16.79742930908975
FRK1,14.176159847641522
FRK2,16.218866292410382
FRL0,29.273412072474283
FRM0,25.11945476542796
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,51.58003524801893
TR32,47.49113336602098
TR33,45.11360814257027
HR03,20.415084190091733
HR02,15.370133222467347
HU11,21.160223070612368
HU12,21.806610829297256
HU21,20.139084448649793
HU22,18.11932404099153
PT16,38.6374354494933
PT17,39.08228185814777
FRF2,14.779389452953318
FRF3,12.831290103664092
FRG0,16.84035240108236
FRH0,13.428247988451067
FRI1,15.231827446714378
FRI2,14.190823413235979
ITC4,14.696420328843624
ITF1,22.6503228329013
ITF2,28.562322970547967
ITF3,30.90415037156848
ITF4,40.253030849341094
ITF5,36.590050854182685
ITF6,28.28014463818389
ITG1,40.25559956946765
LT01,10.843656620440948
LT02,10.917177545085663
LU00,10.781058436956313
PL22,9.874208282858168
PL41,14.207078292710863
PL42,11.418572912021874
PT18,44.6501279241742
PT20,0.0
PT30,0.0
RO11,11.446346997992553
RO12,9.34222260637274
RO21,14.172499040266148
RO22,23.655983357230667
RO31,20.62183518044319
RO32,20.400989144785324
ITH3,13.286929620087164
ITH4,9.565156112902084
ITH5,21.62638993222048
ITI1,26.443225094156535
ITI2,30.066791443234525
ITI3,25.50207116441483
ITI4,28.90897424752897
LI00,4.16023360158753
FI1D,4.330417376414279
TR82,28.67177498622451
TR83,30.117972279277645
TR90,13.304872749538651
TRA1,28.433331665844758
TRA2,10.350309137749274
PL43,13.819691811875211
PL51,11.159464640466457
PL52,10.506371891066548
PL61,12.850696099661695
PL62,11.832449823670208
PL63,11.555000023914497
PL71,13.5415260002513
PL72,11.555998602422267
PL81,12.446344840566368
PL82,9.150946035914082
PL84,12.22403279610376
PL91,13.518039876600392
PL92,13.031199092459909
PT11,28.880989073149493
PT15,44.751913865585784
TRB1,48.184070071364395
TRB2,46.46072660361927
TRC1,56.57792420214534
RS12,20.33894772999211
RS21,16.824282670784154
RS22,21.17511880972416
SE11,10.370522667800854
SE12,10.017121612110962
NL33,10.444616087551958
NL34,11.157095568688277
NL41,11.899012063158484
NL42,11.392082079375555
PL21,7.847656799622898
UKM6,2.763447882291798
TR22,45.2646255807679
TRC2,62.52720327275382
TRC3,63.04142693755415
UKC1,6.555879782437268
UKC2,5.965580343970023
UKD1,4.1801503471006685
UKD3,6.5379211194275815
UKD4,4.706586962263159
UKD6,7.448218411623144
UKD7,6.50143890757185
UKE1,9.956339880917263
UKE2,7.676939580887527
UKE3,9.674593089895641
RO41,21.10946263061292
RO42,14.926765399282507
RS11,19.54624438086025
TR41,37.57043612042937
TR42,22.69457606025082
TR51,43.22995680949179
TR52,47.07213576905979
TR61,40.11715612018884
TR62,36.4262344136583
TR63,46.91460055626188
TR71,47.844624977436105
TR72,41.68418777285984
TR81,20.01558548210301
UKK1,12.808666677972973
UKK2,11.684805382876013
UKK3,8.774888169974865
UKK4,9.017170239781679
UKL1,6.459045244686084
UKL2,7.930836298537016
UKM5,4.310419309487193
UKM7,4.212386526039256
UKM8,3.90970039808286
UKM9,4.470530035758205
UKN0,4.467827592259438
SE21,10.892662092296304
SE22,11.164173185059548
SE23,8.447517374474787
SE31,7.525239367356348
SE32,4.687746636832279
SE33,4.439760820292457
SI03,11.032019571256168
SI04,10.76497039886497
SK01,18.92682243045686
SK02,16.986399436096335
SK03,9.933521043994778
SK04,9.895479303844702
TR10,31.3767897518202
TR21,37.495601627046355
UKE4,8.090836319804396
UKF1,10.190962837941038
UKF2,12.949793968385652
UKF3,11.67993969756639
UKG1,12.317251074289116
UKG2,9.63228389186539
UKG3,11.956312196653958
UKH1,12.144199355243053
UKH2,14.264069067469828
UKH3,12.517900292361105
UKI3,13.238584814152139
UKI4,13.164512324932058
UKI5,13.115463795670683
UKI6,12.434694810789498
UKI7,13.59620755467887
UKJ1,14.1087676803714
UKJ2,13.02156926761651
UKJ3,13.745546276526872
UKJ4,11.848056739105509
NO09,7.321843151638241
NO0A,3.2180203149988995
NO0B,0.0
HR05,14.34076534956279
HR06,14.454486749058436
NO02,5.455122305789596
NO06,3.144419518332037
