nuts,Annual Tiger Mosquito Climatic Season Length (days) ensemble None - RCP8.5 - (2041 - 2070)
DE50,144.27022806803384
DE60,139.23540445963542
DE71,139.03101654052733
DE72,133.11424128214517
DE73,126.59354019165039
DE80,129.84769515991212
DE91,134.33192087809246
BG41,65.95403785705567
BG42,84.55618108113607
CH01,63.51882718404134
AT32,39.36368338267008
AT33,33.46406682332357
AT34,68.1823725382487
BE10,163.70423126220703
BE23,163.30003916422527
BE24,162.97067413330078
BE25,163.57252705891926
BE31,161.9924575805664
BE32,162.81316172281902
BE33,153.75489145914713
BE34,150.14183502197267
BE35,158.6936024983724
BG31,95.5708017985026
BG32,106.25181579589844
BG33,106.10416361490886
BG34,103.28129755655924
DE92,142.20064849853514
DE93,139.96357014973958
DE94,144.60794270833333
CZ07,75.40564893086751
CZ08,70.02380803426107
AL01,122.99994049072265
AL02,151.07513478597005
AL03,148.30452473958334
AT11,125.75678253173828
AT12,106.05998051961264
AT13,134.61459299723307
AT21,50.54606183369955
AT22,55.30378341674805
AT31,100.09485397338867
DK05,104.7843620300293
BE21,163.2532216389974
BE22,161.8654780069987
ES43,112.12606557210286
ES51,107.10884501139323
ES52,58.87920850118001
ES53,93.76689961751302
ES61,75.4401138305664
ES62,16.93055985768636
ES63,153.4475062052409
ES64,28.35673580169678
CH02,106.16542358398438
CH03,156.18891499837238
CH04,157.07209167480468
CH05,57.302991994222005
CH06,92.4062728881836
CH07,62.58126729329427
CY00,62.37686716715495
CZ01,111.7305908203125
CZ02,103.25335413614908
CZ03,96.71727650960287
CZ04,93.22830073038737
CZ05,89.35705947875977
CZ06,91.30533243815104
DE40,127.67113596598307
EL53,76.37158393859863
EL54,162.79895833333333
EL61,96.24685897827149
EL62,161.34944915771484
EL63,152.1248051961263
ES70,0.0
ITC1,121.46164932250977
ITC2,22.487337493896483
DE11,132.60841674804686
DE12,144.59407552083334
DE13,141.3186159769694
DE14,135.19491653442384
DE21,110.37960052490234
DE22,108.57617670694987
DE23,101.81220169067383
DE24,113.75546849568686
DE25,120.61778564453125
DE26,130.27222061157227
DE27,121.06639938354492
DE30,130.92319997151694
EL42,113.87374750773112
LV00,66.17739092508951
ME00,99.41987991333008
MK00,73.3821637471517
MT00,27.67524662017822
NL11,147.17914072672525
NL12,132.06467030843098
EL64,101.07429733276368
EL65,120.32284037272136
ES11,174.9572270711263
ES12,169.4263946533203
ES13,169.6853505452474
ES21,170.12245330810546
ES22,135.37657775878907
ES23,112.37838668823242
ES24,64.80078315734863
ES30,74.97411753336588
IE05,163.57642008463543
IE06,162.79702453613282
IS00,77.55274314880371
ITC3,158.86766255696614
FI19,23.330342229207357
FI1B,34.587618064880374
FI1C,29.99022668202718
DEA1,159.01186930338542
DEA2,153.06117502848306
DEA3,152.37698771158855
DEA4,140.41384531656902
DEA5,141.82808837890624
DEB1,145.35901997884113
DEB2,147.99698944091796
DEB3,150.25559692382814
DEC0,153.85221354166666
DED2,121.7161023457845
DED4,106.94868036905925
DED5,131.42797622680663
DEE0,129.15446243286132
DEF0,135.52500076293944
DEG0,121.29266077677408
DK01,102.96490987141927
DK02,122.69214401245117
DK03,127.21767044067383
DK04,119.42193934122722
ES41,109.43647003173828
ES42,66.97553914388021
HU23,129.71858291625978
HU31,87.67512321472168
HU32,99.6061533610026
HU33,110.0989590962728
IE04,160.04302317301432
EE00,55.68069178263347
EL30,64.48625424702962
EL41,131.3390655517578
EL43,116.40230712890624
EL51,96.22236150105795
EL52,73.999915822347
FI20,36.904050509134926
FR10,169.9378412882487
FRB0,170.43424173990886
FRC1,166.51368865966796
FRC2,151.86141713460287
FRD1,169.99671427408853
FRD2,169.22657826741536
FRE1,163.28247985839843
FRE2,167.2676579793294
FRF1,151.80992584228517
NL13,149.65042877197266
NL21,153.960546875
NL22,157.51271107991536
NL23,118.14596557617188
NL31,157.9490529378255
NL32,117.32027104695638
ITG2,136.0913330078125
ITH1,16.161324310302735
ITH2,40.428802998860675
FRI3,174.5457799275716
FRJ1,158.46769002278646
FRJ2,165.43750864664713
FRK1,158.7998840332031
FRK2,139.54862365722656
FRL0,131.5679183959961
FRM0,145.4568079630534
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,122.8841069539388
TR32,109.84111302693685
TR33,74.48935928344727
HR03,149.3792271931966
HR02,141.57342681884765
HU11,96.19090372721354
HU12,98.12181727091472
HU21,116.89934692382812
HU22,130.17722193400064
PT16,158.77111256917317
PT17,121.72676315307618
FRF2,162.46739196777344
FRF3,155.86526845296223
FRG0,172.0548334757487
FRH0,168.8365239461263
FRI1,174.63296610514323
FRI2,170.55199584960937
ITC4,127.32325337727865
ITF1,139.66709696451824
ITF2,153.13195088704427
ITF3,156.78317260742188
ITF4,121.27786280314128
ITF5,131.16778182983398
ITF6,144.79068959554036
ITG1,104.63076985677084
LT01,64.45839042663575
LT02,71.76213620503744
LU00,150.72132873535156
PL22,89.81722768147786
PL41,113.4492685953776
PL42,116.34137903849283
PT18,117.40537236531576
PT20,0.0
PT30,0.0
RO11,63.976233927408856
RO12,37.179283968607585
RO21,56.01562690734863
RO22,68.75587158203125
RO31,89.04770634969076
RO32,112.28135681152344
ITH3,127.82302500406901
ITH4,124.07779693603516
ITH5,153.51671651204427
ITI1,161.15767517089844
ITI2,160.4644317626953
ITI3,160.54855702718098
ITI4,168.26419321695963
LI00,91.76846288045247
FI1D,6.735207056999206
TR82,70.77390251159667
TR83,47.71360282897949
TR90,0.0
TRA1,0.0
TRA2,0.0
PL43,120.40674896240235
PL51,105.94695688883463
PL52,106.93338623046876
PL61,108.34033788045248
PL62,87.49802042643229
PL63,106.16103032430013
PL71,105.07161178588868
PL72,91.0573341369629
PL81,83.19782778422038
PL82,80.599875386556
PL84,77.86400489807129
PL91,95.70676625569662
PL92,92.98584645589193
PT11,162.1794876098633
PT15,119.22532679239909
TRB1,0.0
TRB2,0.0
TRC1,0.0
RS12,131.9859832763672
RS21,109.4705691019694
RS22,88.00918833414714
SE11,68.40655899047852
SE12,64.06087824503581
NL33,160.2748819986979
NL34,162.25279134114584
NL41,160.85918223063152
NL42,160.38196614583333
PL21,68.92654558817546
UKM6,137.39557647705078
TR22,132.74032338460287
TRC2,0.0
TRC3,0.0
UKC1,153.48088531494142
UKC2,153.35184478759766
UKD1,150.20323384602864
UKD3,160.88084767659504
UKD4,158.9196050008138
UKD6,162.9614990234375
UKD7,162.6311798095703
UKE1,161.81362559000652
UKE2,155.7461690266927
UKE3,160.67953847249348
RO41,89.83555781046549
RO42,92.26986719767253
RS11,141.02585016886394
TR41,85.66579513549804
TR42,123.6016461690267
TR51,28.44510269165039
TR52,29.92136681874593
TR61,95.06258138020833
TR62,63.36784184773763
TR63,0.0
TR71,22.08995901743571
TR72,47.62948621114095
TR81,140.19869995117188
UKK1,165.27563985188803
UKK2,163.5716130574544
UKK3,150.34364115397136
UKK4,164.08228708902996
UKL1,157.0557596842448
UKL2,154.75607604980468
UKM5,144.7640116373698
UKM7,141.54242655436198
UKM8,149.10731302897136
UKM9,150.40205078125
UKN0,159.19662119547527
SE21,77.49298146565755
SE22,101.47969589233398
SE23,76.62606404622396
SE31,21.897747961680093
SE32,4.716500651836395
SE33,3.2324864784876506
SI03,126.25238291422527
SI04,118.71160354614258
SK01,110.32601267496744
SK02,94.31773452758789
SK03,48.161186854044594
SK04,55.96152165730794
TR10,165.95211893717448
TR21,137.77289683024088
UKE4,159.55576782226564
UKF1,161.62598368326823
UKF2,163.79207814534504
UKF3,162.47106170654297
UKG1,164.09825490315754
UKG2,162.08717498779296
UKG3,164.777783203125
UKH1,157.03080139160156
UKH2,163.13392181396483
UKH3,157.35950113932293
UKI3,164.4928960164388
UKI4,164.3259028116862
UKI5,163.65408020019532
UKI6,165.84585876464843
UKI7,164.32608235677083
UKJ1,164.91725514729816
UKJ2,166.3248275756836
UKJ3,166.1688232421875
UKJ4,162.3502456665039
NO09,33.223789342244466
NO0A,57.71529006958008
NO0B,12.841510566075643
HR05,149.74224192301432
HR06,147.12975056966147
NO02,4.567751407623291
NO06,33.47621784210205
NO07,12.392245546976726
NO08,26.820944595336915
