nuts,July Days With High Fire Danger (days) (1981 - 2010)
DE50,0.07646868278582891
DE60,0.4508249799410502
DE71,0.40733957712848984
DE72,0.15150866707166036
DE73,0.08021290140847365
DE80,0.3880813037355741
DE91,0.32164676301181316
BG41,1.487818889754514
BG42,4.567935078839461
CH01,0.0
AT32,0.0
AT33,0.0
AT34,0.0
BE10,0.11671136816342671
BE23,0.12818713759382566
BE24,0.14439974402387937
BE25,0.10241872916618983
BE31,0.12915281256039937
BE32,0.09983339483539264
BE33,0.04699034218986829
BE34,0.09053139289220175
BE35,0.05071607033411662
BG31,4.052995608126124
BG32,2.6111748522147535
BG33,2.3778459606692195
BG34,3.5773752105111876
DE92,0.3264110782494148
DE93,0.5458826457460721
DE94,0.16246839140852293
CZ07,0.31847622779508433
CZ08,0.14280037681261698
AL01,1.1264892021814983
AL02,6.632003879547119
AL03,7.699029207229614
AT11,1.5076403081417085
AT12,0.7538416842619579
AT13,1.7500405708948772
AT21,0.005256494507193565
AT22,0.02256479673087597
AT31,0.010804519429802895
DK05,0.10398348215967416
BE21,0.2781008909145991
BE22,0.20511712605754534
ES43,26.196308040618895
ES51,7.329652853806814
ES52,16.865298557281495
ES53,5.273475335041682
ES61,24.410931428273518
ES62,24.347040303548177
ES63,10.925931358337403
ES64,23.566666666666666
CH02,0.028588993847370146
CH03,0.04659393777449926
CH04,0.0037193561593691507
CH05,0.0
CH06,0.013313187162081401
CH07,0.0672167311112086
CY00,14.390359147389729
CZ01,0.5653441647688547
CZ02,0.46718999644120535
CZ03,0.03572271261364222
CZ04,0.3574244186282158
CZ05,0.35596954077482224
CZ06,0.8192626974234979
DE40,0.8652331262206038
EL53,9.76901102612416
EL54,7.611032532155514
EL61,9.753068351745606
EL62,2.260644804437955
EL63,12.291708127657573
ES70,12.795058441162109
ITC1,0.8222280093779166
ITC2,0.12496405293544134
DE11,0.060179461787144346
DE12,0.17128986058135828
DE13,0.0757872593899568
DE14,0.001107705757021904
DE21,0.011249879623452823
DE22,0.020372125133872033
DE23,0.01772809202472369
DE24,0.04255577325820923
DE25,0.06779745755096277
DE26,0.12048504240810871
DE27,0.016107854495445887
DE30,1.0126189534862837
EL42,14.89627366065979
LV00,0.24780559384574494
ME00,0.4184189426402251
MK00,6.7020217736562095
MT00,2.4167455633481345
NL11,0.026829860607782998
NL12,0.009771423538525899
EL64,16.3079083442688
EL65,16.581721623738606
ES11,1.1538437839597464
ES12,0.009512047780056794
ES13,0.34314874907334647
ES21,0.5233692336827517
ES22,6.556648977100849
ES23,6.024486445387205
ES24,14.707949805259705
ES30,22.206714495023093
IE05,0.0
IE06,0.0026163217922051747
IS00,0.005080340088655552
ITC3,0.3947176384429137
FI19,0.1098232935493191
FI1B,0.3607038028538227
FI1C,0.25385926101977624
DEA1,0.36117482582728067
DEA2,0.24834737852215766
DEA3,0.40697449669241903
DEA4,0.2611645589272181
DEA5,0.2316282977660497
DEB1,0.3370245784521103
DEB2,0.24833912054697674
DEB3,0.6418127777675787
DEC0,0.4213383468488852
DED2,0.45422514602541925
DED4,0.07421423047780991
DED5,0.45931906116505467
DEE0,0.511877655920883
DEF0,0.24554002626488605
DEG0,0.10610800745586554
DK01,0.38271451493104297
DK02,0.30658430109421414
DK03,0.22774110399186612
DK04,0.1387182805687189
ES41,12.896919016043345
ES42,24.802378336588543
HU23,2.0916601423174144
HU31,3.01729591563344
HU32,3.3406454481184484
HU33,3.36541178667297
IE04,0.0
EE00,0.31222350435952345
EL30,19.005798689524333
EL41,18.5562868754069
EL43,18.11008224487305
EL51,8.10213483373324
EL52,8.058918005724747
FI20,0.011748936772346497
FR10,0.8734504794701934
FRB0,1.1739790908992291
FRC1,0.4690287639076511
FRC2,0.3322445130596558
FRD1,0.2575294755399227
FRD2,0.29072248563170433
FRE1,0.11949145688364902
FRE2,0.23434523964921633
FRF1,0.3671786591410637
NL13,0.08366153935591379
NL21,0.22598579078912734
NL22,0.27371620535850527
NL23,0.1723198967675368
NL31,0.21666666666666667
NL32,0.052235650519529976
ITG2,15.64143180847168
ITH1,0.0
ITH2,0.0
FRI3,1.408493088123699
FRJ1,7.27253583073616
FRJ2,1.1520313548234602
FRK1,0.4474164325123032
FRK2,1.6278431445360184
FRL0,7.746091383695602
FRM0,4.157846371332805
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,26.70690457026164
TR32,24.418666076660156
TR33,22.750825087229412
HR03,2.0524085943897563
HR02,1.624522259334723
HU11,3.8433852314949037
HU12,3.591982072840134
HU21,2.635540227095286
HU22,2.0587921936064957
PT16,14.249191689491273
PT17,11.360159778594971
FRF2,0.336772848572582
FRF3,0.4269146375358105
FRG0,1.0386095330119134
FRH0,0.2996497883150975
FRI1,0.8658153861761093
FRI2,0.24363763382037482
ITC4,1.3043885841655234
ITF1,2.8290378106137117
ITF2,6.418752690404654
ITF3,6.2619285702705385
ITF4,14.186346157391865
ITF5,15.261758242050806
ITF6,6.783403752247493
ITG1,12.618253835042317
LT01,0.5105911095937093
LT02,0.3954657529325535
LU00,0.20295185446739197
PL22,0.3135872655237714
PL41,1.4785674160035949
PL42,0.6639863258848587
PT18,24.893754800160725
PT20,0.0
PT30,1.6249675969282786
RO11,0.48798312519987425
RO12,0.1773590114278098
RO21,0.7991183214820922
RO22,3.2677147544610006
RO31,2.423833768690626
RO32,1.8078668383260568
ITH3,0.5326928311338027
ITH4,0.22492604777216912
ITH5,3.481150697420041
ITI1,4.725329004228115
ITI2,9.007467434803646
ITI3,4.3447292012472944
ITI4,6.774009276429812
LI00,0.0
FI1D,0.016331549043146272
TR82,6.15170091787974
TR83,8.142093122005463
TR90,0.4992521196603775
TRA1,5.567153974374135
TRA2,4.249060187737147
PL43,1.6799253595992922
PL51,0.8388263246975839
PL52,0.681563650816679
PL61,0.8540216069668531
PL62,0.4064727291464806
PL63,0.41257043133179344
PL71,1.0114815061291058
PL72,0.531805757060647
PL81,0.5271113713582357
PL82,0.20603839258352916
PL84,0.4573688801378012
PL91,0.9578555832306545
PL92,0.782305337395519
PT11,7.759517870346705
PT15,16.448213799794516
TRB1,25.02468630472819
TRB2,17.302143224080403
TRC1,29.95141429901123
RS12,3.216188865279158
RS21,1.544552070647478
RS22,2.6589212975775203
SE11,0.2283394508684675
SE12,0.47814383435373503
NL33,0.07115580687920252
NL34,0.13068017810583116
NL41,0.3046277994910876
NL42,0.2969761999944846
PL21,0.07784935335318248
UKM6,0.0
TR22,18.101051076253256
TRC2,30.523740832010905
TRC3,29.363531176249186
UKC1,0.026666565239429472
UKC2,0.008034211645523707
UKD1,0.0
UKD3,0.006705952684084574
UKD4,0.0
UKD6,0.03952892820040385
UKD7,0.011154657602310181
UKE1,0.24206462763249875
UKE2,0.10604052518804868
UKE3,0.31443679208556813
RO41,3.5708141985659796
RO42,1.0560227219636242
RS11,2.69675911962986
TR41,15.100616017977396
TR42,3.9130940357844035
TR51,21.329882367451987
TR52,25.045189730326335
TR61,19.20178263982137
TR62,14.500765895843506
TR63,23.99539063771566
TR71,25.4347544670105
TR72,19.478625679016112
TR81,0.934870836759607
UKK1,0.20074612672130268
UKK2,0.09206635852654775
UKK3,0.06509277572234472
UKK4,0.033278950055440265
UKL1,0.016841364341477552
UKL2,0.03558932567636172
UKM5,0.0
UKM7,0.0
UKM8,0.0
UKM9,0.0
UKN0,0.0
SE21,0.5225752456268916
SE22,0.44383735544979575
SE23,0.2734985649585724
SE31,0.30023356042802335
SE32,0.16940051332737008
SE33,0.037745245499536395
SI03,0.2199288827056686
SI04,0.14205636481444042
SK01,2.4640713860591252
SK02,1.8761002367983262
SK03,0.4098213825374842
SK04,0.4228704390426477
TR10,8.005437843004863
TR21,12.86678630510966
UKE4,0.16929196591178577
UKF1,0.37552397648493446
UKF2,0.5248593335350354
UKF3,0.4370350927114487
UKG1,0.30123794078826904
UKG2,0.1300150692462921
UKG3,0.31688759724299115
UKH1,0.2577643787488341
UKH2,0.46395490343372026
