nuts,Annual Snowfall amount (mm) ensemble median - RCP8.5 - (2041 - 2070)
BG423,
BG424,
BG425,
CH011,
CH012,
CH013,
CH021,
CH022,
CH023,
CH024,
CH025,
CH031,
CH032,
CH033,
CH040,
CH051,
CH052,
CH053,
CH054,
CH055,
CH056,
CH057,
CH061,
CH062,
AL013,
AL015,4.029567718505859
AL014,0.1429348886013031
AL011,
AL012,0.4381158649921417
AL021,2.063601016998291
AL022,0.3033013641834259
AL034,
AL031,2.250004529953003
AL032,1.3612886667251587
AL035,1.110949158668518
AL033,
AT111,
AT112,
AT113,
AT121,
AT122,
AT123,
AT124,
AT125,
AT126,
AT127,
AT130,
AT211,
AT212,
AT213,
AT221,
AT222,
AT223,
AT224,
AT225,
AT226,
AT311,
AT312,
AT313,
AT314,
AT315,
AT321,
AT322,
AT323,
AT331,
AT332,
AT333,
AT334,
AT335,
AT341,
AT342,
BE100,
BE211,13.594130516052246
BE212,11.63563060760498
BE213,10.326082229614258
BE224,
BE225,
BE223,
BE231,14.414361953735352
BE232,10.33336067199707
BE233,10.005826950073242
BE234,9.266544342041016
BE235,10.971951484680176
BE236,10.11590576171875
BE241,18.270326614379883
BE242,10.433767318725586
BE251,9.803003311157227
BE252,2.8052258491516113
BE253,7.225006580352783
BE254,7.025639057159424
BE255,7.96019172668457
BE256,7.59451961517334
BE257,8.68215274810791
BE258,6.288381576538086
BE310,
BE32A,
BE32B,
BE323,
BE328,5.99747896194458
BE32C,
BE32D,
BE331,
BE332,
BE334,
BE335,
BE336,
BE341,
BE342,
BE343,
BE344,
BE345,
BE351,
BE352,
BE353,
BG311,
BG312,
BG313,
BG314,
BG315,
BG321,
BG322,
BG323,
BG324,
BG325,
BG331,
BG332,
BG333,
BG334,
BG341,
BG342,
BG343,
BG344,
BG411,
BG412,
BG413,
BG414,
BG415,
BG421,
BG422,
DE736,
DE737,
DE803,19.401655197143555
DE804,19.78666114807129
DE80J,
DE80K,20.182096481323242
DE80L,14.708429336547852
DE80M,22.063291549682617
DE80N,17.464515686035156
DE80O,23.724153518676758
DE911,
DE912,
DE913,
DE914,
DE916,
DE917,
DE918,
DE91A,
DE91B,
DE91C,
DE922,19.410829544067383
DE923,
DE925,
DE926,
DE927,26.942644119262695
DE928,
CH063,
CH064,
CH065,
CH066,
DE40B,
DE40C,
DE40D,
DE40E,
DE40F,
DE40G,
DE40H,
DE40I,
DE501,15.304019927978516
DE502,13.821520805358887
DE600,17.260019302368164
DE711,
DE712,
DE713,
DE714,
DE715,
DE716,
DE717,
DE718,
DE719,
DE71A,
DE71B,
DE71C,
DE71D,
DE71E,
DE721,
DE722,
DE723,
DE724,
DE725,
DE731,
DE732,
DE929,
DE931,
DE11A,
DE11B,
DE11C,
DE11D,
DE121,
DE122,
DE123,
DE124,
DE125,
DE126,
DE127,
DE128,
DE129,
DE12A,
DE12B,
DE12C,
DE131,
DE132,
DE133,
DE134,
DE135,
DE136,
DE137,
DE138,
DE139,
DE13A,
DE141,
DE142,
DE143,
DE144,
DE145,
DE146,
DE147,
DE148,
DE149,
DE211,
DE212,
DE213,
DE214,
DE215,
DE216,
DE217,
DE218,
DE219,
DE21A,
DE21B,
DE21C,
DE21D,
DE21E,
DE21F,
DE21G,
DE21H,
DE21I,
DE21J,
DE21K,
DE21L,
DE21M,
DE21N,
DE221,
DE222,
DE223,
DE224,
DE225,
DE226,
DE227,
DE228,
DE229,
DE22A,
DE22B,
DE22C,
DE231,
DE232,
DE233,
CH070,
CY000,
CZ010,
CZ020,
CZ031,
CZ032,
CZ041,
CZ042,
CZ051,
CZ052,
CZ053,
CZ063,
CZ064,
CZ071,
CZ072,
CZ080,
DE111,
DE112,
DE113,
DE114,
DE115,
DE116,
DE117,
DE118,
DE119,
DE264,
DE265,
DE266,
DE267,
DE268,
DE269,
DE26A,
DE26B,
DE26C,
DE271,
DE272,
DE273,
DE274,
DE275,
DE276,
DE277,
DE278,
DE279,
DE27A,
DE27B,
DE27C,
DE27D,
DE27E,
DE300,21.19417953491211
DE401,21.06620979309082
DE402,
DE403,
DE404,20.099164962768555
DE405,
DE406,
DE407,
DE408,17.038814544677734
DE409,33.92963790893555
DE40A,
DE234,
DE235,
DE236,
DE237,
DE238,
DE239,
DE23A,
DE241,
DE242,
DE243,
DE244,
DE245,
DE246,
DE247,
DE248,
DE249,
DE24A,
DE24B,
DE24C,
DE24D,
DE251,
DE252,
DE253,
DE254,
DE255,
DE256,
DE257,
DE258,
DE259,
DE25A,
