nuts,Annual Snowfall amount (mm) ensemble median - RCP4.5 - (2071 - 2100)
BG423,
BG424,
BG425,
CH011,
CH012,
CH013,
CH021,
CH022,
CH023,
CH024,
CH025,
CH031,
CH032,
CH033,
CH040,
CH051,
CH052,
CH053,
CH054,
CH055,
CH056,
CH057,
CH061,
CH062,
AL013,
AL015,2.5000784397125244
AL014,0.02914336882531643
AL011,
AL012,0.542319655418396
AL021,2.20676589012146
AL022,0.348501592874527
AL034,
AL031,2.2134079933166504
AL032,0.8496467471122742
AL035,0.9158979058265686
AL033,
AT111,
AT112,
AT113,
AT121,
AT122,
AT123,
AT124,
AT125,
AT126,
AT127,
AT130,
AT211,
AT212,
AT213,
AT221,
AT222,
AT223,
AT224,
AT225,
AT226,
AT311,
AT312,
AT313,
AT314,
AT315,
AT321,
AT322,
AT323,
AT331,
AT332,
AT333,
AT334,
AT335,
AT341,
AT342,
BE100,
BE211,13.263274192810059
BE212,10.426691055297852
BE213,11.359258651733398
BE224,
BE225,
BE223,
BE231,15.64494800567627
BE232,8.891663551330566
BE233,8.595224380493164
BE234,8.504500389099121
BE235,11.349040031433105
BE236,9.512624740600586
BE241,18.370214462280273
BE242,9.977611541748047
BE251,9.292848587036133
BE252,2.5443599224090576
BE253,8.120162010192871
BE254,7.729736804962158
BE255,7.6526594161987305
BE256,8.424129486083984
BE257,7.908599376678467
BE258,7.255820274353027
BE310,
BE32A,
BE32B,
BE323,
BE328,6.404845714569092
BE32C,
BE32D,
BE331,
BE332,
BE334,
BE335,
BE336,
BE341,
BE342,
BE343,
BE344,
BE345,
BE351,
BE352,
BE353,
BG311,
BG312,
BG313,
BG314,
BG315,
BG321,
BG322,
BG323,
BG324,
BG325,
BG331,
BG332,
BG333,
BG334,
BG341,
BG342,
BG343,
BG344,
BG411,
BG412,
BG413,
BG414,
BG415,
BG421,
BG422,
DE736,
DE737,
DE803,19.09258460998535
DE804,21.450828552246094
DE80J,
DE80K,17.502422332763672
DE80L,12.666229248046875
DE80M,21.84510040283203
DE80N,17.254901885986328
DE80O,25.115171432495117
DE911,
DE912,
DE913,
DE914,
DE916,
DE917,
DE918,
DE91A,
DE91B,
DE91C,
DE922,19.613529205322266
DE923,
DE925,
DE926,
DE927,25.464099884033203
DE928,
CH063,
CH064,
CH065,
CH066,
DE40B,
DE40C,
DE40D,
DE40E,
DE40F,
DE40G,
DE40H,
DE40I,
DE501,14.392382621765137
DE502,13.971970558166504
DE600,16.36974334716797
DE711,
DE712,
DE713,
DE714,
DE715,
DE716,
DE717,
DE718,
DE719,
DE71A,
DE71B,
DE71C,
DE71D,
DE71E,
DE721,
DE722,
DE723,
DE724,
DE725,
DE731,
DE732,
DE929,
DE931,
DE11A,
DE11B,
DE11C,
DE11D,
DE121,
DE122,
DE123,
DE124,
DE125,
DE126,
DE127,
DE128,
DE129,
DE12A,
DE12B,
DE12C,
DE131,
DE132,
DE133,
DE134,
DE135,
DE136,
DE137,
DE138,
DE139,
DE13A,
DE141,
DE142,
DE143,
DE144,
DE145,
DE146,
DE147,
DE148,
DE149,
DE211,
DE212,
DE213,
DE214,
DE215,
DE216,
DE217,
DE218,
DE219,
DE21A,
DE21B,
DE21C,
DE21D,
DE21E,
DE21F,
DE21G,
DE21H,
DE21I,
DE21J,
DE21K,
DE21L,
DE21M,
DE21N,
DE221,
DE222,
DE223,
DE224,
DE225,
DE226,
DE227,
DE228,
DE229,
DE22A,
DE22B,
DE22C,
DE231,
DE232,
DE233,
CH070,
CY000,
CZ010,
CZ020,
CZ031,
CZ032,
CZ041,
CZ042,
CZ051,
CZ052,
CZ053,
CZ063,
CZ064,
CZ071,
CZ072,
CZ080,
DE111,
DE112,
DE113,
DE114,
DE115,
DE116,
DE117,
DE118,
DE119,
DE264,
DE265,
DE266,
DE267,
DE268,
DE269,
DE26A,
DE26B,
DE26C,
DE271,
DE272,
DE273,
DE274,
DE275,
DE276,
DE277,
DE278,
DE279,
DE27A,
DE27B,
DE27C,
DE27D,
DE27E,
DE300,20.205997467041016
DE401,20.143508911132812
DE402,
DE403,
DE404,19.03350067138672
DE405,
DE406,
DE407,
DE408,14.575604438781738
DE409,31.02370262145996
DE40A,
DE234,
DE235,
DE236,
DE237,
DE238,
DE239,
DE23A,
DE241,
DE242,
DE243,
DE244,
DE245,
DE246,
DE247,
DE248,
DE249,
DE24A,
DE24B,
DE24C,
DE24D,
DE251,
DE252,
DE253,
DE254,
DE255,
DE256,
DE257,
DE258,
DE259,
DE25A,
